序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
215,MUSCLE POWER 8 LT MP8LTG MP系列,YONEX MUSCLE POWER 8 LT,YONEX,尤尼克斯,MUSCLE POWER 8 LT,YONEX MUSCLE POWER 8 LT,MUSCLE POWER 8 LT MP8LTG MP系列；YONEX MUSCLE POWER 8 LT；POWER8；MP8LTG,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-8-LT,YONEX MUSCLE POWER 8 LT,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
216,MUSCLE POWER 8 MP8 MP,YONEX MUSCLE POWER 8,YONEX,尤尼克斯,MUSCLE POWER 8,YONEX MUSCLE POWER 8,MUSCLE POWER 8 MP8 MP；YONEX MUSCLE POWER 8；POWER8；MP8,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-8,YONEX MUSCLE POWER 8,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
217,MUSCLE POWER 80 MP80 MP,YONEX MUSCLE POWER 80,YONEX,尤尼克斯,MUSCLE POWER 80,YONEX MUSCLE POWER 80,MUSCLE POWER 80 MP80 MP；YONEX MUSCLE POWER 80；POWER80；MP80,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-80,YONEX MUSCLE POWER 80,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
218,MUSCLE POWER 88 MP,YONEX MUSCLE POWER 88,YONEX,尤尼克斯,MUSCLE POWER 88,YONEX MUSCLE POWER 88,MUSCLE POWER 88 MP；YONEX MUSCLE POWER 88；POWER88,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-88,YONEX MUSCLE POWER 88,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
219,MUSCLE POWER 8S MP8SG MP8S MP,YONEX MUSCLE POWER 8S,YONEX,尤尼克斯,MUSCLE POWER 8S,YONEX MUSCLE POWER 8S,MUSCLE POWER 8S MP8SG MP8S MP；YONEX MUSCLE POWER 8S；POWER8S；MP8SG；MP8S,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-8S,YONEX MUSCLE POWER 8S,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
220,MUSCLE POWER 9 LONG MP9LG MP,YONEX MUSCLE POWER 9 LONG,YONEX,尤尼克斯,MUSCLE POWER 9 LONG,YONEX MUSCLE POWER 9 LONG,MUSCLE POWER 9 LONG MP9LG MP；YONEX MUSCLE POWER 9 LONG；POWER9；MP9LG,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-9-LONG,YONEX MUSCLE POWER 9 LONG,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
221,MUSCLE POWER 90 MP,YONEX MUSCLE POWER 90,YONEX,尤尼克斯,MUSCLE POWER 90,YONEX MUSCLE POWER 90,MUSCLE POWER 90 MP；YONEX MUSCLE POWER 90；POWER90,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-90,YONEX MUSCLE POWER 90,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
222,MUSCLE POWER 99 MP99 MP,YONEX MUSCLE POWER 99,YONEX,尤尼克斯,MUSCLE POWER 99,YONEX MUSCLE POWER 99,MUSCLE POWER 99 MP99 MP；YONEX MUSCLE POWER 99；POWER99；MP99,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-99,YONEX MUSCLE POWER 99,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
223,MUSCLE POWER 9LTG MP9LTG MP系列,YONEX MUSCLE POWER 9LTG,YONEX,尤尼克斯,MUSCLE POWER 9LTG,YONEX MUSCLE POWER 9LTG,MUSCLE POWER 9LTG MP9LTG MP系列；YONEX MUSCLE POWER 9LTG；POWER9LTG；MP9LTG,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-9LTG,YONEX MUSCLE POWER 9LTG,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
224,MUSCLE POWER LTD MPLTD MP,YONEX MUSCLE POWER LTD,YONEX,尤尼克斯,MUSCLE POWER LTD,YONEX MUSCLE POWER LTD,MUSCLE POWER LTD MPLTD MP；YONEX MUSCLE POWER LTD,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-LTD,YONEX MUSCLE POWER LTD,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
225,MUSCLE POWER TOUR MPTour MP,YONEX MUSCLE POWER TOUR,YONEX,尤尼克斯,MUSCLE POWER TOUR,YONEX MUSCLE POWER TOUR,MUSCLE POWER TOUR MPTour MP；YONEX MUSCLE POWER TOUR,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-TOUR,YONEX MUSCLE POWER TOUR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
226,Muscle Power 1 MP1 MP,YONEX MUSCLE POWER 1,YONEX,尤尼克斯,MUSCLE POWER 1,YONEX MUSCLE POWER 1,Muscle Power 1 MP1 MP；YONEX MUSCLE POWER 1；POWER1；MP1,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-1,YONEX MUSCLE POWER 1,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
227,Muscle Power 200 MP200 MP系列,YONEX MUSCLE POWER 200,YONEX,尤尼克斯,MUSCLE POWER 200,YONEX MUSCLE POWER 200,Muscle Power 200 MP200 MP系列；YONEX MUSCLE POWER 200；POWER200；MP200,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-200,YONEX MUSCLE POWER 200,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
228,Muscle Power 27 MP,YONEX MUSCLE POWER 27,YONEX,尤尼克斯,MUSCLE POWER 27,YONEX MUSCLE POWER 27,Muscle Power 27 MP；YONEX MUSCLE POWER 27；POWER27,320,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-27,YONEX MUSCLE POWER 27,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
229,Muscle Power 3 MP,YONEX MUSCLE POWER 3,YONEX,尤尼克斯,MUSCLE POWER 3,YONEX MUSCLE POWER 3,Muscle Power 3 MP；YONEX MUSCLE POWER 3；POWER3,220,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-MUSCLE-POWER-3,YONEX MUSCLE POWER 3,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
230,NANOSPEED 100 JR NS,YONEX NANOSPEED 100 JR,YONEX,尤尼克斯,NANOSPEED 100 JR,YONEX NANOSPEED 100 JR,NANOSPEED 100 JR NS；YONEX NANOSPEED 100 JR,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-100-JR,YONEX NANOSPEED 100 JR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
231,NANOSPEED 100 NS100 NS系列,YONEX NANOSPEED 100,YONEX,尤尼克斯,NANOSPEED 100,YONEX NANOSPEED 100,NANOSPEED 100 NS100 NS系列；YONEX NANOSPEED 100；NS100,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-100,YONEX NANOSPEED 100,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
232,NANOSPEED 300 NS300 NS,YONEX NANOSPEED 300,YONEX,尤尼克斯,NANOSPEED 300,YONEX NANOSPEED 300,NANOSPEED 300 NS300 NS；YONEX NANOSPEED 300；NS300,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-300,YONEX NANOSPEED 300,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
233,NANOSPEED 3000 NS3000 NS,YONEX NANOSPEED 3000,YONEX,尤尼克斯,NANOSPEED 3000,YONEX NANOSPEED 3000,NANOSPEED 3000 NS3000 NS；YONEX NANOSPEED 3000；NS3000,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-3000,YONEX NANOSPEED 3000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
234,NANOSPEED 33 NS33 NS系列,YONEX NANOSPEED 33,YONEX,尤尼克斯,NANOSPEED 33,YONEX NANOSPEED 33,NANOSPEED 33 NS33 NS系列；YONEX NANOSPEED 33；NS33,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-33,YONEX NANOSPEED 33,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
235,NANOSPEED 4500 NS,YONEX NANOSPEED 4500,YONEX,尤尼克斯,NANOSPEED 4500,YONEX NANOSPEED 4500,NANOSPEED 4500 NS；YONEX NANOSPEED 4500,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-4500,YONEX NANOSPEED 4500,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
236,NANOSPEED 50 NS,YONEX NANOSPEED 50,YONEX,尤尼克斯,NANOSPEED 50,YONEX NANOSPEED 50,NANOSPEED 50 NS；YONEX NANOSPEED 50,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-50,YONEX NANOSPEED 50,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
237,NANOSPEED 500 NS,YONEX NANOSPEED 500,YONEX,尤尼克斯,NANOSPEED 500,YONEX NANOSPEED 500,NANOSPEED 500 NS；YONEX NANOSPEED 500,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-500,YONEX NANOSPEED 500,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
238,NANOSPEED 5000 NS,YONEX NANOSPEED 5000,YONEX,尤尼克斯,NANOSPEED 5000,YONEX NANOSPEED 5000,NANOSPEED 5000 NS；YONEX NANOSPEED 5000,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-5000,YONEX NANOSPEED 5000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
239,NANOSPEED 5500 NS,YONEX NANOSPEED 5500,YONEX,尤尼克斯,NANOSPEED 5500,YONEX NANOSPEED 5500,NANOSPEED 5500 NS；YONEX NANOSPEED 5500,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-5500,YONEX NANOSPEED 5500,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
240,NANOSPEED 6000 NS6000 NS,YONEX NANOSPEED 6000,YONEX,尤尼克斯,NANOSPEED 6000,YONEX NANOSPEED 6000,NANOSPEED 6000 NS6000 NS；YONEX NANOSPEED 6000；NS6000,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-6000,YONEX NANOSPEED 6000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
241,NANOSPEED 6600 NS6600 NS,YONEX NANOSPEED 6600,YONEX,尤尼克斯,NANOSPEED 6600,YONEX NANOSPEED 6600,NANOSPEED 6600 NS6600 NS；YONEX NANOSPEED 6600；NS6600,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-6600,YONEX NANOSPEED 6600,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
242,NANOSPEED 7 NS7 NS,YONEX NANOSPEED 7,YONEX,尤尼克斯,NANOSPEED 7,YONEX NANOSPEED 7,NANOSPEED 7 NS7 NS；YONEX NANOSPEED 7；NS7,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-7,YONEX NANOSPEED 7,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
243,NANOSPEED 7000 NS7000 NS系列,YONEX NANOSPEED 7000,YONEX,尤尼克斯,NANOSPEED 7000,YONEX NANOSPEED 7000,NANOSPEED 7000 NS7000 NS系列；YONEX NANOSPEED 7000；NS7000,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-7000,YONEX NANOSPEED 7000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
244,NANOSPEED 7000 老款 NS7000 NANOSPEED7000 NS系列,YONEX NANOSPEED 7000,YONEX,尤尼克斯,NANOSPEED 7000,YONEX NANOSPEED 7000,NANOSPEED 7000 老款 NS7000 NANOSPEED7000 NS系列；YONEX NANOSPEED 7000；NS7000,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-7000,YONEX NANOSPEED 7000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
245,NANOSPEED 7700 NS7700 NS系列,YONEX NANOSPEED 7700,YONEX,尤尼克斯,NANOSPEED 7700,YONEX NANOSPEED 7700,NANOSPEED 7700 NS7700 NS系列；YONEX NANOSPEED 7700；NS7700,650,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-7700,YONEX NANOSPEED 7700,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
246,NANOSPEED 800 NS800 NS,YONEX NANOSPEED 800,YONEX,尤尼克斯,NANOSPEED 800,YONEX NANOSPEED 800,NANOSPEED 800 NS800 NS；YONEX NANOSPEED 800；NS800,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-800,YONEX NANOSPEED 800,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
247,NANOSPEED 8000 BP NS8000BP NS系列,YONEX NANOSPEED 8000,YONEX,尤尼克斯,NANOSPEED 8000,YONEX NANOSPEED 8000,NANOSPEED 8000 BP NS8000BP NS系列；YONEX NANOSPEED 8000；NS8000BP,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-8000,YONEX NANOSPEED 8000,低置信对应-需人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
248,NANOSPEED 8000 NS8000 NS系列,YONEX NANOSPEED 8000,YONEX,尤尼克斯,NANOSPEED 8000,YONEX NANOSPEED 8000,NANOSPEED 8000 NS8000 NS系列；YONEX NANOSPEED 8000；NS8000,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-8000,YONEX NANOSPEED 8000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
249,NANOSPEED 8000（老款） NS,YONEX NANOSPEED 8000,YONEX,尤尼克斯,NANOSPEED 8000,YONEX NANOSPEED 8000,NANOSPEED 8000（老款） NS；YONEX NANOSPEED 8000,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-8000,YONEX NANOSPEED 8000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
250,NANOSPEED 850 NS850 NS,YONEX NANOSPEED 850,YONEX,尤尼克斯,NANOSPEED 850,YONEX NANOSPEED 850,NANOSPEED 850 NS850 NS；YONEX NANOSPEED 850；NS850,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-850,YONEX NANOSPEED 850,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
251,NANOSPEED 9000 Type S NS9000S NS系列,YONEX ASTROX 9000S,YONEX,尤尼克斯,ASTROX 9000S,YONEX ASTROX 9000S,NANOSPEED 9000 Type S NS9000S NS系列；YONEX ASTROX 9000S；NS9000S,1325,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-9000S,YONEX ASTROX 9000S,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
252,NANOSPEED 9000 Type X NS9000X NS系列,YONEX NANOSPEED 9000,YONEX,尤尼克斯,NANOSPEED 9000,YONEX NANOSPEED 9000,NANOSPEED 9000 Type X NS9000X NS系列；YONEX NANOSPEED 9000；NS9000X,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9000,YONEX NANOSPEED 9000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
253,NANOSPEED 990 NS990 NS,YONEX NANOSPEED 990,YONEX,尤尼克斯,NANOSPEED 990,YONEX NANOSPEED 990,NANOSPEED 990 NS990 NS；YONEX NANOSPEED 990；NS990,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-990,YONEX NANOSPEED 990,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
254,NANOSPEED 9900 LT G NS9900LTG NS,YONEX NANOSPEED 9900 LT,YONEX,尤尼克斯,NANOSPEED 9900 LT,YONEX NANOSPEED 9900 LT,NANOSPEED 9900 LT G NS9900LTG NS；YONEX NANOSPEED 9900 LT；NS9900LTG,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9900-LT,YONEX NANOSPEED 9900 LT,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
255,NANOSPEED 9900 LT PU NS9900LTPU NS,YONEX NANOSPEED 9900 LT,YONEX,尤尼克斯,NANOSPEED 9900 LT,YONEX NANOSPEED 9900 LT,NANOSPEED 9900 LT PU NS9900LTPU NS；YONEX NANOSPEED 9900 LT；NS9900LTPU,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9900-LT,YONEX NANOSPEED 9900 LT,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
256,NANOSPEED 9900 LTD NS9900LTD NS9900LNYX NS9900 紫青双剑 NS系列,YONEX NANOSPEED 9900 LT,YONEX,尤尼克斯,NANOSPEED 9900 LT,YONEX NANOSPEED 9900 LT,NANOSPEED 9900 LTD NS9900LTD NS9900LNYX NS9900 紫青双剑 NS系列；YONEX NANOSPEED 9900 LT；NS9900LTD；NS9900LNYX；NS9900,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9900-LT,YONEX NANOSPEED 9900 LT,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
257,NANOSPEED 9900 NS9900 NS系列,YONEX NANOSPEED 9900,YONEX,尤尼克斯,NANOSPEED 9900,YONEX NANOSPEED 9900,NANOSPEED 9900 NS9900 NS系列；YONEX NANOSPEED 9900；NS9900,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9900,YONEX NANOSPEED 9900,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
258,NANOSPEED 9900 红金 NS,YONEX NANOSPEED 9900,YONEX,尤尼克斯,NANOSPEED 9900,YONEX NANOSPEED 9900,NANOSPEED 9900 红金 NS；YONEX NANOSPEED 9900,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9900,YONEX NANOSPEED 9900,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
259,NANOSPEED 9900 黑金 NS9900YX NANOSPEED9900 NS系列,YONEX NANOSPEED 9900,YONEX,尤尼克斯,NANOSPEED 9900,YONEX NANOSPEED 9900,NANOSPEED 9900 黑金 NS9900YX NANOSPEED9900 NS系列；YONEX NANOSPEED 9900；NS9900YX,850,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-9900,YONEX NANOSPEED 9900,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
260,NANOSPEED D,YONEX NANOSPEED D,YONEX,尤尼克斯,NANOSPEED D,YONEX NANOSPEED D,NANOSPEED D；YONEX NANOSPEED D,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-D,YONEX NANOSPEED D,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
261,NANOSPEED SIGMA NSsigma NS系列,YONEX NANOSPEED SIGMA,YONEX,尤尼克斯,NANOSPEED SIGMA,YONEX NANOSPEED SIGMA,NANOSPEED SIGMA NSsigma NS系列；YONEX NANOSPEED SIGMA,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-SIGMA,YONEX NANOSPEED SIGMA,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
262,NANOSPEED TOUR NS,YONEX NANOSPEED TOUR,YONEX,尤尼克斯,NANOSPEED TOUR,YONEX NANOSPEED TOUR,NANOSPEED TOUR NS；YONEX NANOSPEED TOUR,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-TOUR,YONEX NANOSPEED TOUR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
263,NANOSPEED X,YONEX NANOSPEED X,YONEX,尤尼克斯,NANOSPEED X,YONEX NANOSPEED X,NANOSPEED X；YONEX NANOSPEED X,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-X,YONEX NANOSPEED X,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
264,NanoSpeed Excel NSExcel NS,YONEX NANOSPEED EXCEL,YONEX,尤尼克斯,NANOSPEED EXCEL,YONEX NANOSPEED EXCEL,NanoSpeed Excel NSExcel NS；YONEX NANOSPEED EXCEL,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-EXCEL,YONEX NANOSPEED EXCEL,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
265,Nanospeed 1000 NS1000 NS,YONEX NANOSPEED 1000,YONEX,尤尼克斯,NANOSPEED 1000,YONEX NANOSPEED 1000,Nanospeed 1000 NS1000 NS；YONEX NANOSPEED 1000；NS1000,450,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOSPEED-1000,YONEX NANOSPEED 1000,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
